Restaurant Name,Restaurant ID,Latitude,Longitude,Address,Votes,Average Cost for two,Locality,Locality Verbose,Aggregate rating,City,Price range,Has Online delivery,Rating text,Rating color,Has Table booking,Country Code,Currency,Is delivering now
Domino's Pizza,18354978,28.5880007,77.3986498,"Shop G-2, Ground Floor, Commercial Complex, RG Residency, Plot GH-2, Opposite Prateek Laurel, Sector 120, Near, Sector 72, Noida",2,700,Sector 72,"Sector 72, Noida",0.0,Noida,2,No,Not rated,White,No,1,Indian Rupees(Rs.),No
Dove And Mouse,18469970,28.5639598,77.387573,"Shop 19, Mahagun Mart, Sector 78, Sector 72, Noida",3,500,Sector 72,"Sector 72, Noida",0.0,Noida,2,No,Not rated,White,No,1,Indian Rupees(Rs.),No
Food Cabana,18441651,0.0,0.0,"Film City, Sector 76, Near Sector 72, Noida",0,450,Sector 72,"Sector 72, Noida",0.0,Noida,1,No,Not rated,White,No,1,Indian Rupees(Rs.),No
Frozen Grillz,18415977,28.5645393,77.3851512,"Shop 12-B, Sethi Arcade, Sethi Max Royal, Sector 76, Near Sector 72, Noida",0,350,Sector 72,"Sector 72, Noida",0.0,Noida,1,No,Not rated,White,No,1,Indian Rupees(Rs.),No
Ganesh Chinese Food Corner,18439532,28.5666463,77.3819508,"Amrapali Silicon City, Gate 3, Sector 76, Near Sector 72, Noida",0,300,Sector 72,"Sector 72, Noida",0.0,Noida,1,No,Not rated,White,No,1,Indian Rupees(Rs.),No
Green Chick Chop,18435288,28.5704048,77.3864967,"Shop 20, Skytech Matrott, Sector 76, Near Sector 72, Noida",2,350,Sector 72,"Sector 72, Noida",0.0,Noida,1,No,Not rated,White,No,1,Indian Rupees(Rs.),No
Handi Mitran Di,18383483,28.5665638,77.3822877,"Shop 59, Amarpali Princely Estate, Sector 76, Near Sector 72, Noida",2,700,Sector 72,"Sector 72, Noida",0.0,Noida,2,Yes,Not rated,White,No,1,Indian Rupees(Rs.),No
Hunger Tales,18442657,28.5419387,77.3346967,"Sector 122, Near, Sector 72, Noida",0,500,Sector 72,"Sector 72, Noida",0.0,Noida,2,No,Not rated,White,No,1,Indian Rupees(Rs.),No
Hydrabad Biryani Express,18435824,28.5643503,77.3827156,"Amrapali Princely Estate , Sector 76, Near Sector 72, Noida",0,350,Sector 72,"Sector 72, Noida",0.0,Noida,1,No,Not rated,White,No,1,Indian Rupees(Rs.),No
Ice Stone Cafe,18456271,0.0,0.0,"Shop 11, JM Orchid Market, Sector 76, Near Sector 72, Noida",1,200,Sector 72,"Sector 72, Noida",0.0,Noida,1,No,Not rated,White,No,1,Indian Rupees(Rs.),No
Kake Da Dhaba,18394367,0.0,0.0,"Amrapali Zodiac Market, Sector 120, Near, Sector 72, Noida",0,450,Sector 72,"Sector 72, Noida",0.0,Noida,1,No,Not rated,White,No,1,Indian Rupees(Rs.),No
Lucknow Wale Kwality Kabab,18439529,28.5664153,77.3807896,"Shop No.21, Amrapali Princely Estate, Sector 76, Near Sector 72, Noida",1,600,Sector 72,"Sector 72, Noida",0.0,Noida,2,No,Not rated,White,No,1,Indian Rupees(Rs.),No
Mairu's,18435797,28.5646289,77.3851512,"Shop 7A, Sethi Arcade, Sector 76, Near Sector 72, Noida",2,300,Sector 72,"Sector 72, Noida",0.0,Noida,1,No,Not rated,White,No,1,Indian Rupees(Rs.),No
Meatwale.com,18435321,28.5707996,77.3863819,"17, Skytech Matrott, Sector 76, Near Sector 72, Noida",3,300,Sector 72,"Sector 72, Noida",0.0,Noida,1,No,Not rated,White,No,1,Indian Rupees(Rs.),No
Mr. Biryani Walia,18494319,0.0,0.0,"Civitech Sampriti Central, Sector 77, Near Sector 72, Noida",0,400,Sector 72,"Sector 72, Noida",0.0,Noida,1,No,Not rated,White,No,1,Indian Rupees(Rs.),No
N E Great Foods,18383458,28.5711244,77.3846131,"Aditya Celebrity Homes Market, Sector 76, Near Sector 72, Noida",0,100,Sector 72,"Sector 72, Noida",0.0,Noida,1,No,Not rated,White,No,1,Indian Rupees(Rs.),No
New Punjabi Tadka,18352676,28.5674429,77.3936272,"BR 38, Sector 116, Near Sector 72, Noida",0,300,Sector 72,"Sector 72, Noida",0.0,Noida,1,No,Not rated,White,No,1,Indian Rupees(Rs.),No
Royal King,18468948,28.5717508,77.392176,"Shop 2, 3 & 4, Elite Mart, Sector 77, Near  Sector 72, Noida",1,800,Sector 72,"Sector 72, Noida",0.0,Noida,2,No,Not rated,White,Yes,1,Indian Rupees(Rs.),No
The Dhaba,18499472,28.5665039,77.3812875,"Shop 30, Amarpali Princely Estate, Sector 76, Near Sector 72, Noida",0,500,Sector 72,"Sector 72, Noida",0.0,Noida,2,No,Not rated,White,No,1,Indian Rupees(Rs.),No
Tikka Express meets Chennai Express,18396341,28.585231,77.3992328,"Shop UG 15-16, Amrapali Zodiac Society, Sector 120, Near Sector 72, Noida",1,400,Sector 72,"Sector 72, Noida",0.0,Noida,1,No,Not rated,White,No,1,Indian Rupees(Rs.),No
Vyanjan,18431190,28.5712706,77.3839456,"Aditya Celebrity Homes Market, Sector 76, Near Sector 72, Noida",3,300,Sector 72,"Sector 72, Noida",0.0,Noida,1,No,Not rated,White,No,1,Indian Rupees(Rs.),No
Yolkers,18431976,28.58528,77.3992776,"Opposite Amrapali Zodiac Market, Sector 120, Sector 72, Noida",1,250,Sector 72,"Sector 72, Noida",0.0,Noida,1,No,Not rated,White,No,1,Indian Rupees(Rs.),No
Zaika Kathi Rolls,18466993,28.5717732,77.3923332,"Near ICICI Bank, Civitech Sampriti Market, Sector 77, Near, Sector 72, Noida",3,100,Sector 72,"Sector 72, Noida",0.0,Noida,1,No,Not rated,White,No,1,Indian Rupees(Rs.),No
Zaika of Dilli 6,18472450,28.5716155,77.3804176,"Shop 4, Golf City, Street Mart, Sector 75, Sector 72, Noida",3,600,Sector 72,"Sector 72, Noida",0.0,Noida,2,No,Not rated,White,No,1,Indian Rupees(Rs.),No
Bikaner's,18383503,28.56639,77.3812288,"Shop 25, 26 & 27, Arcade A, Princely Estate, Secotor 76, Near Sector 72, Noida",11,400,Sector 72,"Sector 72, Noida",2.4,Noida,1,Yes,Poor,Red,No,1,Indian Rupees(Rs.),No
Chawla's 2,311334,28.515425,77.37333611,"Mahagun Modern, Sector 78, Near, Sector 72, Noida",22,1400,Sector 72,"Sector 72, Noida",2.1,Noida,3,Yes,Poor,Red,No,1,Indian Rupees(Rs.),No
Ginnis Oven,18308083,28.5963721,77.3246524,"E-18-A, Sector 8, Noida",9,400,Sector 8,"Sector 8, Noida",3.2,Noida,1,No,Average,Orange,No,1,Indian Rupees(Rs.),No
Cream Bell,310240,28.5960491,77.3227953,"F-74, Sector 8, Noida",1,200,Sector 8,"Sector 8, Noida",0.0,Noida,1,No,Not rated,White,No,1,Indian Rupees(Rs.),No
Whomely,18206836,28.52887237,77.39445644,"A-136, Sector 83, Noida",15,200,Sector 83,"Sector 83, Noida",3.2,Noida,1,No,Average,Orange,No,1,Indian Rupees(Rs.),No
Breaktym,18376500,28.5205286,77.3820287,"SuperTech Emerald Court, Entry Gate, Sector 93, Noida",20,400,Sector 93,"Sector 93, Noida",3.2,Noida,1,Yes,Average,Orange,No,1,Indian Rupees(Rs.),No
Chinese Chilli Seasonal,308877,28.5136416,77.3851484,"Near Eldeco Studio, A Block, Sector 93, Noida",4,300,Sector 93,"Sector 93, Noida",2.9,Noida,1,No,Average,Orange,No,1,Indian Rupees(Rs.),No
Gopala,311768,28.5146003,77.3853306,"Eldeco Convenience Shopping Area, GF, Eldeco Studio Apartments, Sector 93A, Sector 93, Noida",23,200,Sector 93,"Sector 93, Noida",3.4,Noida,1,No,Average,Orange,No,1,Indian Rupees(Rs.),No
Hungry's Hut,18423127,28.5200041,77.3817427,"Plot 10, Sector 93, Noida",10,500,Sector 93,"Sector 93, Noida",3.1,Noida,2,No,Average,Orange,No,1,Indian Rupees(Rs.),No
Kebabplus,300550,28.5205903,77.3841646,"Sector 93, Noida",140,600,Sector 93,"Sector 93, Noida",3.1,Noida,2,Yes,Average,Orange,No,1,Indian Rupees(Rs.),No
Oh Buoy - Flying Fox,18337891,28.519906,77.381653,"Near Supertech Building, Sector 93, Noida",7,500,Sector 93,"Sector 93, Noida",3.0,Noida,2,No,Average,Orange,No,1,Indian Rupees(Rs.),No
Punjabi Pakwaan,9724,28.5200799,77.38255,"Supertech Emerald Club, Plot 4, Sector 93-A, Near Sector 93, Noida",45,800,Sector 93,"Sector 93, Noida",3.1,Noida,2,Yes,Average,Orange,Yes,1,Indian Rupees(Rs.),No
The Dessert Table Company,312558,28.5189985,77.3863173,"Flat 203, Tower 6, Parsvnath Prestige 2, Shrishti Welfare Society, Sector 93, Noida",9,500,Sector 93,"Sector 93, Noida",3.1,Noida,2,No,Average,Orange,No,1,Indian Rupees(Rs.),No
The Roll Van,312777,28.5208059,77.3826397,"Plot 1, Sector 93, Noida",5,500,Sector 93,"Sector 93, Noida",3.0,Noida,2,No,Average,Orange,No,1,Indian Rupees(Rs.),No
Kitchen Mantra,1495,28.5205006,77.3841646,"Sector 93, Noida",210,550,Sector 93,"Sector 93, Noida",3.6,Noida,2,Yes,Good,Yellow,No,1,Indian Rupees(Rs.),No
Wabi Sabi,18258469,28.5209491,77.3841646,"Shop 7 & 8, Near ELT, Choudhary Dharam Singh Market, Sector 93, Noida",34,300,Sector 93,"Sector 93, Noida",3.6,Noida,1,Yes,Good,Yellow,No,1,Indian Rupees(Rs.),No
Baskin Robbins,18440423,28.5143927,77.3854509,"Eldeco Studio, Plot 3, Sector 93-A, Near Sector 93, Noida",0,300,Sector 93,"Sector 93, Noida",0.0,Noida,1,No,Not rated,White,No,1,Indian Rupees(Rs.),No
Choicest Cakes,18385532,28.5144055,77.3856446,"Vivek Vihar, Sector 82, Sector 93, Noida",2,300,Sector 93,"Sector 93, Noida",0.0,Noida,1,No,Not rated,White,No,1,Indian Rupees(Rs.),No
Midnight Foodies,18349808,0.0,0.0,"Sector 93 B, Noida",0,250,Sector 93,"Sector 93, Noida",0.0,Noida,1,No,Not rated,White,No,1,Indian Rupees(Rs.),No
Om Sweets Caterers & Bakery,18440409,28.5249223,77.3881327,"SKI, V.D.S Market, Sector 93, Noida",0,150,Sector 93,"Sector 93, Noida",0.0,Noida,1,No,Not rated,White,No,1,Indian Rupees(Rs.),No
Spicy Affair,18271099,28.519906,77.381653,"Plot 2, Sector 93A, Sector 93, Noida",0,150,Sector 93,"Sector 93, Noida",0.0,Noida,1,No,Not rated,White,No,1,Indian Rupees(Rs.),No
The Bakery Mart,311701,28.5204779,77.3820118,"Expressview Society, Sector 93, Noida",1,800,Sector 93,"Sector 93, Noida",0.0,Noida,2,No,Not rated,White,No,1,Indian Rupees(Rs.),No
Southern Flavours,302925,28.5143706,77.3854743,"Eldeco Studio, Plot 3, Sector 93-A, Near Sector 93, Noida",54,350,Sector 93,"Sector 93, Noida",2.4,Noida,1,No,Poor,Red,No,1,Indian Rupees(Rs.),No
Cakebak,18385889,28.59579437,77.36500047,"Shopprix Mall, Shop 118, Plot 106 B, Block A, Sector 61, Noida",8,400,"Shopprix Mall, Sector 61, Noida","Shopprix Mall, Sector 61, Noida, Noida",3.1,Noida,1,No,Average,Orange,No,1,Indian Rupees(Rs.),No
Fire n Ice,18371420,28.5971027,77.3648332,"104, Food Court, Shopprix Mall, Sector 61, Noida",1,600,"Shopprix Mall, Sector 61, Noida","Shopprix Mall, Sector 61, Noida, Noida",0.0,Noida,2,Yes,Not rated,White,No,1,Indian Rupees(Rs.),No
Adarsh Kulfi,308737,28.5854737,77.3404494,"Food Court, Spice World Mall, Sector 25, Noida",7,100,"Spice World Mall, Sector 25","Spice World Mall, Sector 25, Noida",3.0,Noida,1,No,Average,Orange,No,1,Indian Rupees(Rs.),No
Andaaz E Paranthas,309693,28.5854737,77.3404494,"306, 2nd Floor, Food Court, Spice World Mall, Sector 25, Noida",36,550,"Spice World Mall, Sector 25","Spice World Mall, Sector 25, Noida",3.2,Noida,2,No,Average,Orange,No,1,Indian Rupees(Rs.),No
Hot Fries,312241,28.5854737,77.3404494,"Food Court, Spice World Mall, Sector 25, Noida",8,350,"Spice World Mall, Sector 25","Spice World Mall, Sector 25, Noida",3.0,Noida,1,No,Average,Orange,No,1,Indian Rupees(Rs.),No
Pizza Hut,390,28.5864102,77.3413131,"Ground Floor, Spice World Mall, Sector 25-A, Sector 25, Noida",144,1000,"Spice World Mall, Sector 25","Spice World Mall, Sector 25, Noida",3.4,Noida,3,No,Average,Orange,No,1,Indian Rupees(Rs.),No
Rasoi E Punjab,447,28.5854737,77.3404494,"304, Food Court, Spice World Mall, Sector 25 A, Near Sector 25, Noida",32,500,"Spice World Mall, Sector 25","Spice World Mall, Sector 25, Noida",2.6,Noida,2,No,Average,Orange,No,1,Indian Rupees(Rs.),No
Subway,4482,28.5864047,77.3398007,"Food Court, 2nd Floor, Spice World Mall, Sector 25-A, Near Sector 25, Noida",93,500,"Spice World Mall, Sector 25","Spice World Mall, Sector 25, Noida",3.4,Noida,2,Yes,Average,Orange,No,1,Indian Rupees(Rs.),No
Haldiram's,550,28.5861409,77.341214,"108-109, Ground Floor, Spice World Mall, Sector 25, Noida",301,600,"Spice World Mall, Sector 25","Spice World Mall, Sector 25, Noida",3.6,Noida,2,No,Good,Yellow,No,1,Indian Rupees(Rs.),No
Legends Barbeques,303152,28.5862391,77.341371,"311A, 2nd Floor, Spice World Mall, Sector 25, Noida",1088,1300,"Spice World Mall, Sector 25","Spice World Mall, Sector 25, Noida",3.9,Noida,3,No,Good,Yellow,No,1,Indian Rupees(Rs.),No
6 Packs Momos,18486858,28.586,77.3406022,"Spice World Mall, Sector 25, Noida",0,300,"Spice World Mall, Sector 25","Spice World Mall, Sector 25, Noida",0.0,Noida,1,No,Not rated,White,No,1,Indian Rupees(Rs.),No
Balti,18499455,0.0,0.0,"Shop 303, 2nd Floor, Food Court, Spice Mall, Sector 25 A, Noida",1,400,"Spice World Mall, Sector 25","Spice World Mall, Sector 25, Noida",0.0,Noida,1,No,Not rated,White,No,1,Indian Rupees(Rs.),No
Baskin Robbins,18466970,28.5855119,77.341593,"Spice World Mall, Ground Floor, Sector 25, Noida",1,300,"Spice World Mall, Sector 25","Spice World Mall, Sector 25, Noida",0.0,Noida,1,No,Not rated,White,No,1,Indian Rupees(Rs.),No
KBC�_,18431193,28.5863196,77.3409734,"Food Court, Spice World Mall, Sector 25, Noida",3,500,"Spice World Mall, Sector 25","Spice World Mall, Sector 25, Noida",0.0,Noida,2,No,Not rated,White,No,1,Indian Rupees(Rs.),No
Nukkad Bites,18258397,28.5835794,77.3373249,"Shop K2 -K5, 2nd Floor, Spice World Mall, Sector 25A, Sector 25, Noida",2,500,"Spice World Mall, Sector 25","Spice World Mall, Sector 25, Noida",0.0,Noida,2,No,Not rated,White,No,1,Indian Rupees(Rs.),No
Pan Asian Noodles,18431981,28.5863106,77.3409762,"Food Court, Spice World Mall, Sector 25, Noida",3,550,"Spice World Mall, Sector 25","Spice World Mall, Sector 25, Noida",0.0,Noida,2,No,Not rated,White,No,1,Indian Rupees(Rs.),No
Chicane,3212,28.5854928,77.3410212,"205-A, 1st Floor, Spice World Mall, Sector 25-A, Near Sector 25, Noida",116,2500,"Spice World Mall, Sector 25","Spice World Mall, Sector 25, Noida",2.2,Noida,4,No,Poor,Red,Yes,1,Indian Rupees(Rs.),No
US Pizza,8012,28.5854928,77.3410212,"Food Court, 2nd Floor, Spice World Mall, Sector 25-A, Near, Sector 25, Noida",134,650,"Spice World Mall, Sector 25","Spice World Mall, Sector 25, Noida",2.2,Noida,2,Yes,Poor,Red,No,1,Indian Rupees(Rs.),No
Angeethi Se,312187,28.5971027,77.3648332,"Shop 105, Food Court, Supertech Shopprix Mall, Sector 61, Noida",35,600,"Supertech Shopprix Mall, Sector 61","Supertech Shopprix Mall, Sector 61, Noida",3.2,Noida,2,Yes,Average,Orange,No,1,Indian Rupees(Rs.),No
Barista,523,28.5971027,77.3648332,"Supertech Shopprix Mall, Sector 61, Noida",23,650,"Supertech Shopprix Mall, Sector 61","Supertech Shopprix Mall, Sector 61, Noida",2.5,Noida,2,No,Average,Orange,No,1,Indian Rupees(Rs.),No
BK's The Juice Bar,2480,28.5971027,77.3648332,"101, Food Court, Supertech Shopprix Mall, Sector 61, Noida",10,200,"Supertech Shopprix Mall, Sector 61","Supertech Shopprix Mall, Sector 61, Noida",3.0,Noida,1,No,Average,Orange,No,1,Indian Rupees(Rs.),No
Eden Kitchen & Bar,1733,28.5973057,77.3646089,"Supertech Shopprix Mall, Sector 61, Noida",129,2000,"Supertech Shopprix Mall, Sector 61","Supertech Shopprix Mall, Sector 61, Noida",3.1,Noida,4,Yes,Average,Orange,Yes,1,Indian Rupees(Rs.),No
Moti Mahal Delux Tandoori Trail,307145,28.5970621,77.364878,"Food Court, Supertech Shopprix Mall, Sector 61, Noida",28,1000,"Supertech Shopprix Mall, Sector 61","Supertech Shopprix Mall, Sector 61, Noida",2.5,Noida,3,Yes,Average,Orange,Yes,1,Indian Rupees(Rs.),No
New Woks,1727,28.5970621,77.364878,"102 & 103, Food Court, Supertech Shopprix Mall, Sector 61, Noida",79,750,"Supertech Shopprix Mall, Sector 61","Supertech Shopprix Mall, Sector 61, Noida",2.5,Noida,2,Yes,Average,Orange,Yes,1,Indian Rupees(Rs.),No
Otik Hotshop,828,28.5971027,77.3648332,"63, C-134/B, Supertech Shopprix Mall, Sector 61, Noida",147,600,"Supertech Shopprix Mall, Sector 61","Supertech Shopprix Mall, Sector 61, Noida",3.1,Noida,2,Yes,Average,Orange,No,1,Indian Rupees(Rs.),No
Pizza Hut,393,28.5973425,77.36484054,"Ground Floor, Supertech Shopprix Mall, Sector 61, Noida",113,1000,"Supertech Shopprix Mall, Sector 61","Supertech Shopprix Mall, Sector 61, Noida",3.3,Noida,3,Yes,Average,Orange,No,1,Indian Rupees(Rs.),No
Punjabi Dhaba 61,1722,28.5971298,77.3649169,"8, Food Court, Supertech Shopprix Mall, Sector 61, Noida",75,800,"Supertech Shopprix Mall, Sector 61","Supertech Shopprix Mall, Sector 61, Noida",2.6,Noida,2,Yes,Average,Orange,Yes,1,Indian Rupees(Rs.),No
Punjabi Pakwaan,2483,28.5971518,77.364878,"153, Ground Floor, Supertech Shopprix Mall, Sector 61, Noida",120,1200,"Supertech Shopprix Mall, Sector 61","Supertech Shopprix Mall, Sector 61, Noida",3.0,Noida,3,Yes,Average,Orange,Yes,1,Indian Rupees(Rs.),No
Spice of India,1726,28.5971433,77.3647883,"108, Food Court, Supertech Shopprix Mall, Sector 61, Noida",76,700,"Supertech Shopprix Mall, Sector 61","Supertech Shopprix Mall, Sector 61, Noida",2.6,Noida,2,Yes,Average,Orange,No,1,Indian Rupees(Rs.),No
Swaad,304934,28.5970621,77.364878,"3, Food Court, Supertech Shopprix Mall, Sector 61, Noida",15,600,"Supertech Shopprix Mall, Sector 61","Supertech Shopprix Mall, Sector 61, Noida",2.7,Noida,2,Yes,Average,Orange,No,1,Indian Rupees(Rs.),No
Yumm Biryani,305961,28.5971097,77.3649068,"1-B, Lower Ground Floor, Food Court, Supertech Shopprix Mall, Sector 61, Noida",160,550,"Supertech Shopprix Mall, Sector 61","Supertech Shopprix Mall, Sector 61, Noida",3.2,Noida,2,Yes,Average,Orange,No,1,Indian Rupees(Rs.),No
Otik Cake Shop,308578,28.5971027,77.3648332,"63-C, 134-B, Supertech Shopprix Mall, Sector 61, Noida",105,450,"Supertech Shopprix Mall, Sector 61","Supertech Shopprix Mall, Sector 61, Noida",3.5,Noida,1,Yes,Good,Yellow,No,1,Indian Rupees(Rs.),No
Adarsh Kulfi,308750,28.5971027,77.3648332,"Food Court, Ground Floor, Supertech Shoprix Mall, Sector 61, Noida",3,100,"Supertech Shopprix Mall, Sector 61","Supertech Shopprix Mall, Sector 61, Noida",0.0,Noida,1,No,Not rated,White,No,1,Indian Rupees(Rs.),No
Pizza Junction,309971,28.59716667,77.36474722,"Shop 3, C 134 B, Supertech Shopprix Mall, Sector 61, Noida",1,550,"Supertech Shopprix Mall, Sector 61","Supertech Shopprix Mall, Sector 61, Noida",0.0,Noida,2,No,Not rated,White,No,1,Indian Rupees(Rs.),No
Domino's Pizza,386,28.5971137,77.3649083,"Lower Ground, Supertech Shopprix Mall, Sector 61, Noida",98,700,"Supertech Shopprix Mall, Sector 61","Supertech Shopprix Mall, Sector 61, Noida",2.4,Noida,2,No,Poor,Red,No,1,Indian Rupees(Rs.),No
Sagar Ratna,428,28.5971027,77.3648332,"C-134/B, Supertech Shopprix Mall, Sector 61, Noida",155,600,"Supertech Shopprix Mall, Sector 61","Supertech Shopprix Mall, Sector 61, Noida",2.3,Noida,2,Yes,Poor,Red,No,1,Indian Rupees(Rs.),No
Subway,18070483,28.59689799,77.36498103,"Shop 3, Supertech Shopprix Mall, Sector 61, Noida",24,500,"Supertech Shopprix Mall, Sector 61","Supertech Shopprix Mall, Sector 61, Noida",2.3,Noida,2,Yes,Poor,Red,No,1,Indian Rupees(Rs.),No
Barista,7869,28.5675107,77.3258017,"305, 3rd Floor, The Great India Place Mall, Sector 38, Noida",57,650,"The Great India Place, Sector 38","The Great India Place, Sector 38, Noida",3.3,Noida,2,No,Average,Orange,No,1,Indian Rupees(Rs.),No
Bikano Chat Cafe,5610,28.5674499,77.325869,"2nd Floor, The Great India Place Mall, Sector 38, Noida",38,500,"The Great India Place, Sector 38","The Great India Place, Sector 38, Noida",3.0,Noida,2,No,Average,Orange,No,1,Indian Rupees(Rs.),No
Cafe Coffee Day,304103,28.5678712,77.3262953,"2nd Floor, Shoppers Stop, The Great India Place Mall, Sector 38, Noida",18,450,"The Great India Place, Sector 38","The Great India Place, Sector 38, Noida",2.7,Noida,1,No,Average,Orange,No,1,Indian Rupees(Rs.),No
Cafe Coffee Day,5598,28.5676664,77.3260261,"Shop 111, 1st Floor, The Great India Place Mall, Sector 38, Noida",34,450,"The Great India Place, Sector 38","The Great India Place, Sector 38, Noida",2.7,Noida,1,No,Average,Orange,No,1,Indian Rupees(Rs.),No
Chaayos,18233617,28.566702,77.3253081,"Ground Floor, The Great India Place Mall, Sector 38, Noida",67,400,"The Great India Place, Sector 38","The Great India Place, Sector 38, Noida",3.4,Noida,1,Yes,Average,Orange,No,1,Indian Rupees(Rs.),No
Chopaal Marwari,300955,28.5670755,77.325482,"3rd Floor, The Great India Place, Sector 38-A,  Noida",102,600,"The Great India Place, Sector 38","The Great India Place, Sector 38, Noida",2.8,Noida,2,No,Average,Orange,No,1,Indian Rupees(Rs.),No
Dolce Gelato,18017237,28.5680759,77.3265645,"Shop 98, Ground Floor, The Great India Place Mall, Sector 38 A, Sector 38, Noida",8,300,"The Great India Place, Sector 38","The Great India Place, Sector 38, Noida",3.0,Noida,1,No,Average,Orange,No,1,Indian Rupees(Rs.),No
Domino's Pizza,5619,28.5675098,77.3255549,"302-A, 3rd Floor, The Great India Place Mall, Sector 38, Noida",60,700,"The Great India Place, Sector 38","The Great India Place, Sector 38, Noida",3.2,Noida,2,No,Average,Orange,No,1,Indian Rupees(Rs.),No
Gelato Vinto,2191,28.5677476,77.3259363,"The Great India Place Mall, Sector 38 A, Sector 38, Noida",32,250,"The Great India Place, Sector 38","The Great India Place, Sector 38, Noida",3.1,Noida,1,No,Average,Orange,No,1,Indian Rupees(Rs.),No
Kebab Xpress,307447,28.5672542,77.3254017,"3rd Floor, The Great India Place, Sector 38, Noida",106,600,"The Great India Place, Sector 38","The Great India Place, Sector 38, Noida",3.2,Noida,2,Yes,Average,Orange,No,1,Indian Rupees(Rs.),No
McDonald's,7932,28.5671503,77.3253081,"Food Court, 3rd Floor, The Great India Palace Mall, Sector 38, Noida",70,500,"The Great India Place, Sector 38","The Great India Place, Sector 38, Noida",3.4,Noida,2,No,Average,Orange,No,1,Indian Rupees(Rs.),No
Pind Balluchi,1226,28.5671588,77.3253979,"The Great India Place Mall, Sector 38-A, Near Sector 38, Sector 38, Noida",793,800,"The Great India Place, Sector 38","The Great India Place, Sector 38, Noida",3.3,Noida,2,Yes,Average,Orange,Yes,1,Indian Rupees(Rs.),No
Ristorante Prego,8888,28.5671588,77.3253979,"323, 3rd Floor, The Great India Place Mall, Sector 38-A, Near Sector 38, Noida",372,1200,"The Great India Place, Sector 38","The Great India Place, Sector 38, Noida",3.1,Noida,3,No,Average,Orange,Yes,1,Indian Rupees(Rs.),No
The Coffee Bean & Tea Leaf,4530,28.56721958,77.32540604,"3rd Floor, The Great India Place Mall, Sector 38 A, Near Sector 38, Sector 38, Noida",55,700,"The Great India Place, Sector 38","The Great India Place, Sector 38, Noida",2.6,Noida,2,No,Average,Orange,No,1,Indian Rupees(Rs.),No
Turquoise Turkish Ice-cream,18400768,28.5680759,77.3265645,"Ground Floor, The Great India Palace Mall, Sector 38-A, Near, Sector 38, Noida",11,250,"The Great India Place, Sector 38","The Great India Place, Sector 38, Noida",3.4,Noida,1,No,Average,Orange,No,1,Indian Rupees(Rs.),No
Yo! China,409,28.5678221,77.3262504,"3rd Floor, The Great India Place Mall, Sector 38-A, Near, Sector 38, Noida",334,1300,"The Great India Place, Sector 38","The Great India Place, Sector 38, Noida",2.6,Noida,3,Yes,Average,Orange,No,1,Indian Rupees(Rs.),No
Baskin Robbins,7939,28.5672537,77.3254972,"Ground Floor, The Great India Place Mall, Sector 38 A, Noida, Sector 38, Noida",41,300,"The Great India Place, Sector 38","The Great India Place, Sector 38, Noida",3.5,Noida,1,No,Good,Yellow,No,1,Indian Rupees(Rs.),No
Burger King,18133480,28.5671503,77.3253081,"3rd Floor, The Great India Place Mall, Sector 38-A, Near Sector 38, Noida",211,500,"The Great India Place, Sector 38","The Great India Place, Sector 38, Noida",3.5,Noida,2,No,Good,Yellow,No,1,Indian Rupees(Rs.),No
Costa Coffee,791,28.5674465,77.3260709,"36, The Great India Place Mall, Sector 38 A, Sector 38, Noida",110,600,"The Great India Place, Sector 38","The Great India Place, Sector 38, Noida",3.5,Noida,2,No,Good,Yellow,No,1,Indian Rupees(Rs.),No
Crazy Noodles,486,28.5678881,77.3264748,"3rd Floor, The Great India Place, Sector 38-A, Near Sector 38, Noida",507,1100,"The Great India Place, Sector 38","The Great India Place, Sector 38, Noida",3.6,Noida,3,Yes,Good,Yellow,Yes,1,Indian Rupees(Rs.),No
Jack Po!tato's,18208913,28.5671054,77.3253509,"Food Court, 3rd FloorThe Great India Place, Sector 38, Near Sector 18, Noida",37,150,"The Great India Place, Sector 38","The Great India Place, Sector 38, Noida",3.5,Noida,1,No,Good,Yellow,No,1,Indian Rupees(Rs.),No
Mandarin Trail,3251,28.5672163,77.3255325,"3rd Floor, The Great India Place Mall, Sector 38-A, Near Sector 38, Noida",517,1500,"The Great India Place, Sector 38","The Great India Place, Sector 38, Noida",3.7,Noida,3,No,Good,Yellow,Yes,1,Indian Rupees(Rs.),No
Nazeer Foods,308774,28.5674287,77.3256447,"304, 3rd Floor, The Great India Place Mall, Sector 38-A, Sector 38, Noida",179,600,"The Great India Place, Sector 38","The Great India Place, Sector 38, Noida",3.6,Noida,2,Yes,Good,Yellow,No,1,Indian Rupees(Rs.),No
Pizza Hut,394,28.5672492,77.3255133,"The Great India Place Mall, Sector 38 A, Noida, Sector 38, Noida",189,1000,"The Great India Place, Sector 38","The Great India Place, Sector 38, Noida",3.7,Noida,3,No,Good,Yellow,No,1,Indian Rupees(Rs.),No
Shree Rathnam,302421,28.5680132,77.3261382,"309, 3rd Floor, The Great India Place, Sector 38-A, Sector 38, Noida",139,800,"The Great India Place, Sector 38","The Great India Place, Sector 38, Noida",3.5,Noida,2,No,Good,Yellow,No,1,Indian Rupees(Rs.),No
