1(String),2(String),3(String),4(String),6(Int),7(Int),8(Int),9(Int),10(Int),11(Int)
d1jopc_,1jop,C:,b.82.2.7,48724,51181,51197,89413,89414,89415
d1jopd_,1jop,D:,b.82.2.7,48724,51181,51197,89413,89414,89415
d1e5sa_,1e5s,A:,b.82.2.4,48724,51181,51197,63858,63859,63860
d1e5sb_,1e5s,B:,b.82.2.4,48724,51181,51197,63858,63859,63860
d1e5ra_,1e5r,A:,b.82.2.4,48724,51181,51197,63858,63859,63860
d1e5rb_,1e5r,B:,b.82.2.4,48724,51181,51197,63858,63859,63860
d1otja_,1otj,A:,b.82.2.5,48724,51181,51197,75038,75039,75040
d1otjb_,1otj,B:,b.82.2.5,48724,51181,51197,75038,75039,75040
d1otjc_,1otj,C:,b.82.2.5,48724,51181,51197,75038,75039,75040
d1otjd_,1otj,D:,b.82.2.5,48724,51181,51197,75038,75039,75040
d1gy9a_,1gy9,A:,b.82.2.5,48724,51181,51197,75038,75039,75040
d1gy9b_,1gy9,B:,b.82.2.5,48724,51181,51197,75038,75039,75040
d1os7a_,1os7,A:,b.82.2.5,48724,51181,51197,75038,75039,75040
d1os7b_,1os7,B:,b.82.2.5,48724,51181,51197,75038,75039,75040
d1os7c_,1os7,C:,b.82.2.5,48724,51181,51197,75038,75039,75040
d1os7d_,1os7,D:,b.82.2.5,48724,51181,51197,75038,75039,75040
d1gqwa_,1gqw,A:,b.82.2.5,48724,51181,51197,75038,75039,75040
d1gqwb_,1gqw,B:,b.82.2.5,48724,51181,51197,75038,75039,75040
d1oiha_,1oih,A:,b.82.2.5,48724,51181,51197,75038,101989,101990
d1oihb_,1oih,B:,b.82.2.5,48724,51181,51197,75038,101989,101990
d1oihc_,1oih,C:,b.82.2.5,48724,51181,51197,75038,101989,101990
d1oihd_,1oih,D:,b.82.2.5,48724,51181,51197,75038,101989,101990
d1oija_,1oij,A:,b.82.2.5,48724,51181,51197,75038,101989,101990
d1oijb_,1oij,B:,b.82.2.5,48724,51181,51197,75038,101989,101990
d1oijc_,1oij,C:,b.82.2.5,48724,51181,51197,75038,101989,101990
d1oijd_,1oij,D:,b.82.2.5,48724,51181,51197,75038,101989,101990
d1oika_,1oik,A:,b.82.2.5,48724,51181,51197,75038,101989,101990
d1oikd_,1oik,D:,b.82.2.5,48724,51181,51197,75038,101989,101990
d1oiia_,1oii,A:,b.82.2.5,48724,51181,51197,75038,101989,101990
d1oiib_,1oii,B:,b.82.2.5,48724,51181,51197,75038,101989,101990
d1oiic_,1oii,C:,b.82.2.5,48724,51181,51197,75038,101989,101990
d1oiid_,1oii,D:,b.82.2.5,48724,51181,51197,75038,101989,101990
d1nx4a_,1nx4,A:,b.82.2.8,48724,51181,51197,89416,89417,89418
d1nx4b_,1nx4,B:,b.82.2.8,48724,51181,51197,89416,89417,89418
d1nx4c_,1nx4,C:,b.82.2.8,48724,51181,51197,89416,89417,89418
d1nx8a_,1nx8,A:,b.82.2.8,48724,51181,51197,89416,89417,89418
d1nx8b_,1nx8,B:,b.82.2.8,48724,51181,51197,89416,89417,89418
d1nx8c_,1nx8,C:,b.82.2.8,48724,51181,51197,89416,89417,89418
d1h2ka_,1h2k,A:,b.82.2.6,48724,51181,51197,82194,82195,82196
d1h2la_,1h2l,A:,b.82.2.6,48724,51181,51197,82194,82195,82196
d1mzea_,1mze,A:,b.82.2.6,48724,51181,51197,82194,82195,82196
d1h2ma_,1h2m,A:,b.82.2.6,48724,51181,51197,82194,82195,82196
d1mzfa_,1mzf,A:,b.82.2.6,48724,51181,51197,82194,82195,82196
d1lcoa1,1lco,A:98-511,c.1.4.1,51349,51350,51395,51396,51408,51409
d1lcob_,1lco,B:,c.1.4.1,51349,51350,51395,51396,51408,51409
d1p44c_,1p44,C:,c.2.1.2,51349,51734,51735,51751,51791,51793
d1p44d_,1p44,D:,c.2.1.2,51349,51734,51735,51751,51791,51793
d1p44e_,1p44,E:,c.2.1.2,51349,51734,51735,51751,51791,51793
d1p44f_,1p44,F:,c.2.1.2,51349,51734,51735,51751,51791,51793
d1enz__,1enz,,c.2.1.2,51349,51734,51735,51751,51791,51793
d1zid__,1zid,,c.2.1.2,51349,51734,51735,51751,51791,51793
d1p45a_,1p45,A:,c.2.1.2,51349,51734,51735,51751,51791,51793
d1p45b_,1p45,B:,c.2.1.2,51349,51734,51735,51751,51791,51793
d1bvra_,1bvr,A:,c.2.1.2,51349,51734,51735,51751,51791,51793
d1bvrb_,1bvr,B:,c.2.1.2,51349,51734,51735,51751,51791,51793
d1bvrc_,1bvr,C:,c.2.1.2,51349,51734,51735,51751,51791,51793
d1bvrd_,1bvr,D:,c.2.1.2,51349,51734,51735,51751,51791,51793
d1bvre_,1bvr,E:,c.2.1.2,51349,51734,51735,51751,51791,51793
d1bvrf_,1bvr,F:,c.2.1.2,51349,51734,51735,51751,51791,51793
d1qsga_,1qsg,A:,c.2.1.2,51349,51734,51735,51751,51791,51794
d1qsgb_,1qsg,B:,c.2.1.2,51349,51734,51735,51751,51791,51794
d1qsgc_,1qsg,C:,c.2.1.2,51349,51734,51735,51751,51791,51794
d1qsgd_,1qsg,D:,c.2.1.2,51349,51734,51735,51751,51791,51794
d1qsge_,1qsg,E:,c.2.1.2,51349,51734,51735,51751,51791,51794
d1qsgf_,1qsg,F:,c.2.1.2,51349,51734,51735,51751,51791,51794
d1qsgg_,1qsg,G:,c.2.1.2,51349,51734,51735,51751,51791,51794
d1qsgh_,1qsg,H:,c.2.1.2,51349,51734,51735,51751,51791,51794
d1qg6a_,1qg6,A:,c.2.1.2,51349,51734,51735,51751,51791,51794
d1qg6b_,1qg6,B:,c.2.1.2,51349,51734,51735,51751,51791,51794
d1qg6c_,1qg6,C:,c.2.1.2,51349,51734,51735,51751,51791,51794
d1qg6d_,1qg6,D:,c.2.1.2,51349,51734,51735,51751,51791,51794
d1dfia_,1dfi,A:,c.2.1.2,51349,51734,51735,51751,51791,51794
d1dfib_,1dfi,B:,c.2.1.2,51349,51734,51735,51751,51791,51794
d1dfic_,1dfi,C:,c.2.1.2,51349,51734,51735,51751,51791,51794
d1dfid_,1dfi,D:,c.2.1.2,51349,51734,51735,51751,51791,51794
d1c14a_,1c14,A:,c.2.1.2,51349,51734,51735,51751,51791,51794
d1c14b_,1c14,B:,c.2.1.2,51349,51734,51735,51751,51791,51794
d1dfha_,1dfh,A:,c.2.1.2,51349,51734,51735,51751,51791,51794
d1dfhb_,1dfh,B:,c.2.1.2,51349,51734,51735,51751,51791,51794
d1dfga_,1dfg,A:,c.2.1.2,51349,51734,51735,51751,51791,51794
d1dfgb_,1dfg,B:,c.2.1.2,51349,51734,51735,51751,51791,51794
d1mfpa_,1mfp,A:,c.2.1.2,51349,51734,51735,51751,51791,51794
d1mfpb_,1mfp,B:,c.2.1.2,51349,51734,51735,51751,51791,51794
d1d8aa_,1d8a,A:,c.2.1.2,51349,51734,51735,51751,51791,51794
d1d8ab_,1d8a,B:,c.2.1.2,51349,51734,51735,51751,51791,51794
d1lx6a_,1lx6,A:,c.2.1.2,51349,51734,51735,51751,51791,51794
d1lx6b_,1lx6,B:,c.2.1.2,51349,51734,51735,51751,51791,51794
d1lxca_,1lxc,A:,c.2.1.2,51349,51734,51735,51751,51791,51794
d1lxcb_,1lxc,B:,c.2.1.2,51349,51734,51735,51751,51791,51794
d1i30a_,1i30,A:,c.2.1.2,51349,51734,51735,51751,51791,51794
d1i30b_,1i30,B:,c.2.1.2,51349,51734,51735,51751,51791,51794
d1i2za_,1i2z,A:,c.2.1.2,51349,51734,51735,51751,51791,51794
d1i2zb_,1i2z,B:,c.2.1.2,51349,51734,51735,51751,51791,51794
d1jw7a_,1jw7,A:,c.2.1.2,51349,51734,51735,51751,51791,102151
d1jw7b_,1jw7,B:,c.2.1.2,51349,51734,51735,51751,51791,102151
d1jw7c_,1jw7,C:,c.2.1.2,51349,51734,51735,51751,51791,102151
d1jw7d_,1jw7,D:,c.2.1.2,51349,51734,51735,51751,51791,102151
d1jvfa_,1jvf,A:,c.2.1.2,51349,51734,51735,51751,51791,102151
d1jvfb_,1jvf,B:,c.2.1.2,51349,51734,51735,51751,51791,102151
d1jvfc_,1jvf,C:,c.2.1.2,51349,51734,51735,51751,51791,102151
d1jvfd_,1jvf,D:,c.2.1.2,51349,51734,51735,51751,51791,102151
d1ae1a_,1ae1,A:,c.2.1.2,51349,51734,51735,51751,51795,51796
d1ae1b_,1ae1,B:,c.2.1.2,51349,51734,51735,51751,51795,51796
d2ae1__,2ae1,,c.2.1.2,51349,51734,51735,51751,51795,51797
d2ae2a_,2ae2,A:,c.2.1.2,51349,51734,51735,51751,51795,51797
d2ae2b_,2ae2,B:,c.2.1.2,51349,51734,51735,51751,51795,51797
d1ipea_,1ipe,A:,c.2.1.2,51349,51734,51735,51751,51795,51797
d1ipeb_,1ipe,B:,c.2.1.2,51349,51734,51735,51751,51795,51797
d1ipfa_,1ipf,A:,c.2.1.2,51349,51734,51735,51751,51795,51797
d1ipfb_,1ipf,B:,c.2.1.2,51349,51734,51735,51751,51795,51797
d1g0oa_,1g0o,A:,c.2.1.2,51349,51734,51735,51751,51798,51799
d1g0ob_,1g0o,B:,c.2.1.2,51349,51734,51735,51751,51798,51799
d1g0oc_,1g0o,C:,c.2.1.2,51349,51734,51735,51751,51798,51799
d1g0od_,1g0o,D:,c.2.1.2,51349,51734,51735,51751,51798,51799
d1g0na_,1g0n,A:,c.2.1.2,51349,51734,51735,51751,51798,51799
d1g0nb_,1g0n,B:,c.2.1.2,51349,51734,51735,51751,51798,51799
d1doha_,1doh,A:,c.2.1.2,51349,51734,51735,51751,51798,51799
d1dohb_,1doh,B:,c.2.1.2,51349,51734,51735,51751,51798,51799
d1ybva_,1ybv,A:,c.2.1.2,51349,51734,51735,51751,51798,51799
d1ybvb_,1ybv,B:,c.2.1.2,51349,51734,51735,51751,51798,51799
d1ja9a_,1ja9,A:,c.2.1.2,51349,51734,51735,51751,63929,63930
d1hdoa_,1hdo,A:,c.2.1.2,51349,51734,51735,51751,63931,63932
d1he2a_,1he2,A:,c.2.1.2,51349,51734,51735,51751,63931,63932
d1he3a_,1he3,A:,c.2.1.2,51349,51734,51735,51751,63931,63932
d1he4a_,1he4,A:,c.2.1.2,51349,51734,51735,51751,63931,63932
d1he5a_,1he5,A:,c.2.1.2,51349,51734,51735,51751,63931,63932
d1e6wa_,1e6w,A:,c.2.1.2,51349,51734,51735,51751,63933,63934
d1e6wb_,1e6w,B:,c.2.1.2,51349,51734,51735,51751,63933,63934
d1e6wc_,1e6w,C:,c.2.1.2,51349,51734,51735,51751,63933,63934
d1e6wd_,1e6w,D:,c.2.1.2,51349,51734,51735,51751,63933,63934
d1e3sa_,1e3s,A:,c.2.1.2,51349,51734,51735,51751,63933,63934
d1e3sb_,1e3s,B:,c.2.1.2,51349,51734,51735,51751,63933,63934
d1e3sc_,1e3s,C:,c.2.1.2,51349,51734,51735,51751,63933,63934
d1e3sd_,1e3s,D:,c.2.1.2,51349,51734,51735,51751,63933,63934
d1e3wa_,1e3w,A:,c.2.1.2,51349,51734,51735,51751,63933,63934
d1utfd_,1utf,D:,b.82.5.1,48724,51181,51219,51220,51221,51223
d1utfe_,1utf,E:,b.82.5.1,48724,51181,51219,51220,51221,51223
d1utff_,1utf,F:,b.82.5.1,48724,51181,51219,51220,51221,51223
d1utfg_,1utf,G:,b.82.5.1,48724,51181,51219,51220,51221,51223
d6reqc1,6req,C:2-560,c.1.19.1,51349,51350,51703,51704,88709,88710
d4reqa1,4req,A:3-560,c.1.19.1,51349,51350,51703,51704,88709,88710
d4reqc1,4req,C:3-560,c.1.19.1,51349,51350,51703,51704,88709,88710
d5reqa1,5req,A:4-560,c.1.19.1,51349,51350,51703,51704,88709,88710
d5reqc1,5req,C:4-560,c.1.19.1,51349,51350,51703,51704,88709,88710
d1reqa1,1req,A:2-560,c.1.19.1,51349,51350,51703,51704,88709,88710
d1reqc1,1req,C:2-560,c.1.19.1,51349,51350,51703,51704,88709,88710
d1e1ca1,1e1c,A:2-560,c.1.19.1,51349,51350,51703,51704,88709,88710
d1e1cc1,1e1c,C:2-560,c.1.19.1,51349,51350,51703,51704,88709,88710
d2reqa1,2req,A:4-560,c.1.19.1,51349,51350,51703,51704,88709,88710
d2reqc1,2req,C:4-560,c.1.19.1,51349,51350,51703,51704,88709,88710
d3reqa1,3req,A:4-560,c.1.19.1,51349,51350,51703,51704,88709,88710
d7reqb1,7req,B:16-475,c.1.19.1,51349,51350,51703,51704,88711,88712
d7reqd1,7req,D:16-475,c.1.19.1,51349,51350,51703,51704,88711,88712
d6reqb1,6req,B:20-475,c.1.19.1,51349,51350,51703,51704,88711,88712
d6reqd1,6req,D:20-475,c.1.19.1,51349,51350,51703,51704,88711,88712
d4reqb1,4req,B:20-475,c.1.19.1,51349,51350,51703,51704,88711,88712
d4reqd1,4req,D:20-475,c.1.19.1,51349,51350,51703,51704,88711,88712
d5reqb1,5req,B:20-475,c.1.19.1,51349,51350,51703,51704,88711,88712
d5reqd1,5req,D:20-475,c.1.19.1,51349,51350,51703,51704,88711,88712
d1reqb1,1req,B:20-475,c.1.19.1,51349,51350,51703,51704,88711,88712
d1reqd1,1req,D:17-475,c.1.19.1,51349,51350,51703,51704,88711,88712
d1e1cb1,1e1c,B:20-475,c.1.19.1,51349,51350,51703,51704,88711,88712
d1e1cd1,1e1c,D:20-475,c.1.19.1,51349,51350,51703,51704,88711,88712
d2reqb1,2req,B:17-475,c.1.19.1,51349,51350,51703,51704,88711,88712
d2reqd1,2req,D:17-475,c.1.19.1,51349,51350,51703,51704,88711,88712
d3reqb1,3req,B:16-475,c.1.19.1,51349,51350,51703,51704,88711,88712
d1ccwb_,1ccw,B:,c.1.19.2,51349,51350,51703,51707,51708,51709
d1ccwd_,1ccw,D:,c.1.19.2,51349,51350,51703,51707,51708,51709
d1i9cb_,1i9c,B:,c.1.19.2,51349,51350,51703,51707,51708,51709
d1i9cd_,1i9c,D:,c.1.19.2,51349,51350,51703,51707,51708,51709
d1cb7b_,1cb7,B:,c.1.19.2,51349,51350,51703,51707,51708,51709
d1cb7d_,1cb7,D:,c.1.19.2,51349,51350,51703,51707,51708,51709
d1eexa_,1eex,A:,c.1.19.3,51349,51350,51703,51710,51711,51712
d1eexl_,1eex,L:,c.1.19.3,51349,51350,51703,51710,51711,51712
d1uc4a_,1uc4,A:,c.1.19.3,51349,51350,51703,51710,51711,51712
d1uc4l_,1uc4,L:,c.1.19.3,51349,51350,51703,51710,51711,51712
d1iwba_,1iwb,A:,c.1.19.3,51349,51350,51703,51710,51711,51712
d1iwbl_,1iwb,L:,c.1.19.3,51349,51350,51703,51710,51711,51712
d1egva_,1egv,A:,c.1.19.3,51349,51350,51703,51710,51711,51712
d1egvl_,1egv,L:,c.1.19.3,51349,51350,51703,51710,51711,51712
d1dioa_,1dio,A:,c.1.19.3,51349,51350,51703,51710,51711,51712
d1diol_,1dio,L:,c.1.19.3,51349,51350,51703,51710,51711,51712
d1uc5a_,1uc5,A:,c.1.19.3,51349,51350,51703,51710,51711,51712
d1uc5l_,1uc5,L:,c.1.19.3,51349,51350,51703,51710,51711,51712
d1egma_,1egm,A:,c.1.19.3,51349,51350,51703,51710,51711,51712
d1egml_,1egm,L:,c.1.19.3,51349,51350,51703,51710,51711,51712
d1iwpa_,1iwp,A:,c.1.19.3,51349,51350,51703,51710,51711,82278
d1iwpl_,1iwp,L:,c.1.19.3,51349,51350,51703,51710,51711,82278
d1mmfa_,1mmf,A:,c.1.19.3,51349,51350,51703,51710,51711,82278
d1mmfl_,1mmf,L:,c.1.19.3,51349,51350,51703,51710,51711,82278
d1r5ya_,1r5y,A:,c.1.20.1,51349,51350,51713,51714,51715,51716
d1pxga_,1pxg,A:,c.1.20.1,51349,51350,51713,51714,51715,51716
d1p0ba_,1p0b,A:,c.1.20.1,51349,51350,51713,51714,51715,51716
d1k4ga_,1k4g,A:,c.1.20.1,51349,51350,51713,51714,51715,51716
d1q66a_,1q66,A:,c.1.20.1,51349,51350,51713,51714,51715,51716
d1s38a_,1s38,A:,c.1.20.1,51349,51350,51713,51714,51715,51716
d1q63a_,1q63,A:,c.1.20.1,51349,51350,51713,51714,51715,51716
d1k4ha_,1k4h,A:,c.1.20.1,51349,51350,51713,51714,51715,51716
d1ozqa_,1ozq,A:,c.1.20.1,51349,51350,51713,51714,51715,51716
d1p0da_,1p0d,A:,c.1.20.1,51349,51350,51713,51714,51715,51716
d1q4wa_,1q4w,A:,c.1.20.1,51349,51350,51713,51714,51715,51716
d1pud__,1pud,,c.1.20.1,51349,51350,51713,51714,51715,51716
d1f3ea_,1f3e,A:,c.1.20.1,51349,51350,51713,51714,51715,51716
d1efza_,1efz,A:,c.1.20.1,51349,51350,51713,51714,51715,51716
d1ozma_,1ozm,A:,c.1.20.1,51349,51350,51713,51714,51715,51716
d1q65a_,1q65,A:,c.1.20.1,51349,51350,51713,51714,51715,51716
d1n2va_,1n2v,A:,c.1.20.1,51349,51350,51713,51714,51715,51716
d1wke__,1wke,,c.1.20.1,51349,51350,51713,51714,51715,51716
d1wkf__,1wkf,,c.1.20.1,51349,51350,51713,51714,51715,51716
d1enua_,1enu,A:,c.1.20.1,51349,51350,51713,51714,51715,51716
d1p0ea_,1p0e,A:,c.1.20.1,51349,51350,51713,51714,51715,51716
d1wkd__,1wkd,,c.1.20.1,51349,51350,51713,51714,51715,51716
d1q2sa_,1q2s,A:,c.1.20.1,51349,51350,51713,51714,51715,51716
d1q2sb_,1q2s,B:,c.1.20.1,51349,51350,51713,51714,51715,51716
d1q2sc_,1q2s,C:,c.1.20.1,51349,51350,51713,51714,51715,51716
d1q2sd_,1q2s,D:,c.1.20.1,51349,51350,51713,51714,51715,51716
d1q2ra_,1q2r,A:,c.1.20.1,51349,51350,51713,51714,51715,51716
d1q2rb_,1q2r,B:,c.1.20.1,51349,51350,51713,51714,51715,51716
d1q2rc_,1q2r,C:,c.1.20.1,51349,51350,51713,51714,51715,51716
d1q2rd_,1q2r,D:,c.1.20.1,51349,51350,51713,51714,51715,51716
d1iq8a1,1iq8,A:6-360,c.1.20.1,51349,51350,51713,51714,75096,75097
d1iq8b1,1iq8,B:6-360,c.1.20.1,51349,51350,51713,51714,75096,75097
d1it7a1,1it7,A:6-360,c.1.20.1,51349,51350,51713,51714,75096,75097
d1it7b1,1it7,B:6-360,c.1.20.1,51349,51350,51713,51714,75096,75097
d1it8a1,1it8,A:6-360,c.1.20.1,51349,51350,51713,51714,75096,75097
d1it8b1,1it8,B:6-360,c.1.20.1,51349,51350,51713,51714,75096,75097
d1j2ba2,1j2b,A:7-360,c.1.20.1,51349,51350,51713,51714,75096,75097
d1j2bb2,1j2b,B:7-360,c.1.20.1,51349,51350,51713,51714,75096,75097
d2hdha2,2hdh,A:12-203,c.2.1.6,51349,51734,51735,51868,51874,51875
d1ejvc2,1ejv,"C:1130-1422,C:1476-1567",c.1.9.2,51349,51350,51556,51560,51561,51562
d1ef2a2,1ef2,"A:1130-1422,A:1476-1567",c.1.9.2,51349,51350,51556,51560,51561,51562
d1a5oc2,1a5o,"C:130-422,C:476-567",c.1.9.2,51349,51350,51556,51560,51561,51562
d4ubpc2,4ubp,"C:132-434,C:484-570",c.1.9.2,51349,51350,51556,51560,51561,51563
d1ubpc2,1ubp,"C:132-434,C:484-570",c.1.9.2,51349,51350,51556,51560,51561,51563
d1ie7c2,1ie7,"C:132-434,C:484-570",c.1.9.2,51349,51350,51556,51560,51561,51563
d2ubpc2,2ubp,"C:132-434,C:484-570",c.1.9.2,51349,51350,51556,51560,51561,51563
d3ubpc2,3ubp,"C:132-434,C:484-570",c.1.9.2,51349,51350,51556,51560,51561,51563
d1s3tc2,1s3t,"C:132-434,C:484-570",c.1.9.2,51349,51350,51556,51560,51561,51563
d1e9yb2,1e9y,"B:132-431,B:481-569",c.1.9.2,51349,51350,51556,51560,51561,69393
d1e9zb2,1e9z,"B:132-431,B:481-569",c.1.9.2,51349,51350,51556,51560,51561,69393
d1gkpa2,1gkp,A:55-389,c.1.9.6,51349,51350,51556,75073,75074,75075
d1gkpb2,1gkp,B:55-389,c.1.9.6,51349,51350,51556,75073,75074,75075
d1gkpc2,1gkp,C:55-389,c.1.9.6,51349,51350,51556,75073,75074,75075
d1gkpd2,1gkp,D:55-389,c.1.9.6,51349,51350,51556,75073,75074,75075
d1gkpe2,1gkp,E:55-389,c.1.9.6,51349,51350,51556,75073,75074,75075
d1gkpf2,1gkp,F:55-389,c.1.9.6,51349,51350,51556,75073,75074,75075
d1gkqa2,1gkq,A:55-389,c.1.9.6,51349,51350,51556,75073,75074,75075
d1gkqb2,1gkq,B:55-389,c.1.9.6,51349,51350,51556,75073,75074,75075
d1gkqc2,1gkq,C:55-389,c.1.9.6,51349,51350,51556,75073,75074,75075
d1gkqd2,1gkq,D:55-389,c.1.9.6,51349,51350,51556,75073,75074,75075
d1k1da2,1k1d,A:53-384,c.1.9.6,51349,51350,51556,75073,75074,75076
d1k1db2,1k1d,B:53-384,c.1.9.6,51349,51350,51556,75073,75074,75076
d1k1dc2,1k1d,C:53-384,c.1.9.6,51349,51350,51556,75073,75074,75076
d1k1dd2,1k1d,D:53-384,c.1.9.6,51349,51350,51556,75073,75074,75076
d1k1de2,1k1d,E:53-384,c.1.9.6,51349,51350,51556,75073,75074,75076
d1k1df2,1k1d,F:53-384,c.1.9.6,51349,51350,51556,75073,75074,75076
d1k1dg2,1k1d,G:53-384,c.1.9.6,51349,51350,51556,75073,75074,75076
d1k1dh2,1k1d,H:53-384,c.1.9.6,51349,51350,51556,75073,75074,75076
d1nfga2,1nfg,A:52-381,c.1.9.6,51349,51350,51556,75073,75074,89488
d1nfgb2,1nfg,B:52-381,c.1.9.6,51349,51350,51556,75073,75074,89488
d1nfgc2,1nfg,C:52-381,c.1.9.6,51349,51350,51556,75073,75074,89488
d1nfgd2,1nfg,D:52-381,c.1.9.6,51349,51350,51556,75073,75074,89488
d1gkra2,1gkr,A:55-379,c.1.9.6,51349,51350,51556,75073,75077,75078
d1gkrb2,1gkr,B:55-379,c.1.9.6,51349,51350,51556,75073,75077,75078
d1gkrc2,1gkr,C:55-379,c.1.9.6,51349,51350,51556,75073,75077,75078
d1gkrd2,1gkr,D:55-379,c.1.9.6,51349,51350,51556,75073,75077,75078
d1kcxa2,1kcx,A:67-400,c.1.9.6,51349,51350,51556,75073,102084,102085
d1kcxb2,1kcx,B:67-400,c.1.9.6,51349,51350,51556,75073,102084,102085
d1p1ma2,1p1m,A:50-330,c.1.9.9,51349,51350,51556,82258,82259,82260
d1j6pa2,1j6p,A:50-330,c.1.9.9,51349,51350,51556,82258,82259,82260
d1onwa2,1onw,A:63-346,c.1.9.13,51349,51350,51556,89489,89490,89491
d1onwb2,1onw,B:63-346,c.1.9.13,51349,51350,51556,89489,89490,89491
d1po9a2,1po9,A:63-346,c.1.9.13,51349,51350,51556,89489,89490,89491
d1po9b2,1po9,B:63-346,c.1.9.13,51349,51350,51556,89489,89490,89491
d1onxa2,1onx,A:63-346,c.1.9.13,51349,51350,51556,89489,89490,89491
d1onxb2,1onx,B:63-346,c.1.9.13,51349,51350,51556,89489,89490,89491
d1poka2,1pok,A:63-346,c.1.9.13,51349,51350,51556,89489,89490,89491
d1pokb2,1pok,B:63-346,c.1.9.13,51349,51350,51556,89489,89490,89491
d1poja2,1poj,A:63-346,c.1.9.13,51349,51350,51556,89489,89490,89491
d1pojb2,1poj,B:63-346,c.1.9.13,51349,51350,51556,89489,89490,89491
d1un7a2,1un7,A:58-358,c.1.9.10,51349,51350,51556,82261,82262,102086
d1un7b2,1un7,B:58-358,c.1.9.10,51349,51350,51556,82261,82262,102086
d1o12a2,1o12,A:44-331,c.1.9.10,51349,51350,51556,82261,82262,82263
d1o12b2,1o12,B:44-331,c.1.9.10,51349,51350,51556,82261,82262,82263
d1rk6a3,1rk6,A:62-419,c.1.9.11,51349,51350,51556,82264,82265,82266
d1m7ja3,1m7j,A:62-419,c.1.9.11,51349,51350,51556,82264,82265,82266
d1v51a3,1v51,A:62-419,c.1.9.11,51349,51350,51556,82264,82265,82266
d1v4ya3,1v4y,A:62-419,c.1.9.11,51349,51350,51556,82264,82265,82266
d1rjqa3,1rjq,A:62-419,c.1.9.11,51349,51350,51556,82264,82265,82266
d1rjpa3,1rjp,A:62-419,c.1.9.11,51349,51350,51556,82264,82265,82266
d1rk5a3,1rk5,A:62-419,c.1.9.11,51349,51350,51556,82264,82265,82266
d1rjra3,1rjr,A:62-419,c.1.9.11,51349,51350,51556,82264,82265,82266
d1j6oa_,1j6o,A:,c.1.9.12,51349,51350,51556,82267,82268,82269
d1hzya_,1hzy,A:,c.1.9.3,51349,51350,51556,51564,51565,51566
d1hzyb_,1hzy,B:,c.1.9.3,51349,51350,51556,51564,51565,51566
d1eywa_,1eyw,A:,c.1.9.3,51349,51350,51556,51564,51565,51566
d1psca_,1psc,A:,c.1.9.3,51349,51350,51556,51564,51565,51566
d1pscb_,1psc,B:,c.1.9.3,51349,51350,51556,51564,51565,51566
d1ez2a_,1ez2,A:,c.1.9.3,51349,51350,51556,51564,51565,51566
d1ez2b_,1ez2,B:,c.1.9.3,51349,51350,51556,51564,51565,51566
d1dpma_,1dpm,A:,c.1.9.3,51349,51350,51556,51564,51565,51566
d1dpmb_,1dpm,B:,c.1.9.3,51349,51350,51556,51564,51565,51566
d1pta__,1pta,,c.1.9.3,51349,51350,51556,51564,51565,51566
d1i0da_,1i0d,A:,c.1.9.3,51349,51350,51556,51564,51565,51566
d1i0db_,1i0d,B:,c.1.9.3,51349,51350,51556,51564,51565,51566
d1jgma_,1jgm,A:,c.1.9.3,51349,51350,51556,51564,51565,51566
d1jgmb_,1jgm,B:,c.1.9.3,51349,51350,51556,51564,51565,51566
d1i0ba_,1i0b,A:,c.1.9.3,51349,51350,51556,51564,51565,51566
d1i0bb_,1i0b,B:,c.1.9.3,51349,51350,51556,51564,51565,51566
d1p6ba_,1p6b,A:,c.1.9.3,51349,51350,51556,51564,51565,102087
d1p6bb_,1p6b,B:,c.1.9.3,51349,51350,51556,51564,51565,102087
d1p6ca_,1p6c,A:,c.1.9.3,51349,51350,51556,51564,51565,102087
d1p6cb_,1p6c,B:,c.1.9.3,51349,51350,51556,51564,51565,102087
d1bf6a_,1bf6,A:,c.1.9.3,51349,51350,51556,51564,51567,51568
d1deha2,1deh,A:163-338,c.2.1.1,51349,51734,51735,51736,51737,51739
d1ldcb_,1ldc,B:,c.1.4.1,51349,51350,51395,51396,51408,51409
d1ldca1,1ldc,A:98-511,c.1.4.1,51349,51350,51395,51396,51408,51409
d1szga_,1szg,A:,c.1.4.1,51349,51350,51395,51396,51408,51409
d1szgb_,1szg,B:,c.1.4.1,51349,51350,51395,51396,51408,51409
d1szfa_,1szf,A:,c.1.4.1,51349,51350,51395,51396,51408,51409
d1szfb_,1szf,B:,c.1.4.1,51349,51350,51395,51396,51408,51409
d1szea_,1sze,A:,c.1.4.1,51349,51350,51395,51396,51408,51409
d1szeb_,1sze,B:,c.1.4.1,51349,51350,51395,51396,51408,51409
d1h7wa2,1h7w,A:533-844,c.1.4.1,51349,51350,51395,51396,51410,51411
d1h7wb2,1h7w,B:533-844,c.1.4.1,51349,51350,51395,51396,51410,51411
d1h7wc2,1h7w,C:533-844,c.1.4.1,51349,51350,51395,51396,51410,51411
d1h7wd2,1h7w,D:533-844,c.1.4.1,51349,51350,51395,51396,51410,51411
d1gtea2,1gte,A:533-844,c.1.4.1,51349,51350,51395,51396,51410,51411
d1gteb2,1gte,B:533-844,c.1.4.1,51349,51350,51395,51396,51410,51411
d1gtec2,1gte,C:533-844,c.1.4.1,51349,51350,51395,51396,51410,51411
