fnlwgt,age,hours-per-week,occupation,education-num,capital-gain,workclass,relationship,marital-status,education,race,native-country,capital-loss,sex
194534,38,60,Prof-specialty,14,99999,Self-emp-not-inc,Husband,Married-civ-spouse,Masters,Black,United-States,0,Male
263338,19,20,Handlers-cleaners,9,0,Private,Own-child,Never-married,HS-grad,White,United-States,0,Male
504871,36,40,?,9,0,?,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
348592,30,44,Machine-op-inspct,9,0,Private,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
173944,28,40,Prof-specialty,14,0,Private,Husband,Married-civ-spouse,Masters,White,United-States,0,Male
226135,53,40,Craft-repair,5,0,Private,Not-in-family,Never-married,9th,Black,Jamaica,0,Male
172375,32,38,Prof-specialty,13,0,Private,Not-in-family,Never-married,Bachelors,White,United-States,0,Male
127728,57,60,Prof-specialty,15,15024,Self-emp-inc,Husband,Married-civ-spouse,Prof-school,White,United-States,0,Male
347025,47,40,Prof-specialty,14,0,Private,Not-in-family,Divorced,Masters,White,United-States,0,Female
191335,36,56,Craft-repair,10,0,Private,Husband,Married-civ-spouse,Some-college,White,United-States,0,Male
247779,21,38,Sales,7,0,Private,Own-child,Never-married,11th,White,United-States,0,Female
262664,25,40,Protective-serv,13,0,State-gov,Husband,Married-civ-spouse,Bachelors,White,United-States,0,Male
95855,37,40,Protective-serv,9,0,Private,Unmarried,Divorced,HS-grad,White,United-States,0,Female
74501,31,30,Other-service,9,0,Private,Unmarried,Divorced,HS-grad,White,United-States,0,Female
245317,43,50,Transport-moving,9,0,Private,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
29059,61,25,Sales,9,0,Private,Unmarried,Divorced,HS-grad,White,United-States,2754,Female
200316,56,35,Adm-clerical,10,0,Private,Husband,Married-civ-spouse,Some-college,White,United-States,0,Male
198341,35,40,Exec-managerial,13,0,Private,Husband,Married-civ-spouse,Bachelors,Asian-Pac-Islander,?,0,Male
100453,59,38,Other-service,4,0,Private,Own-child,Separated,7th-8th,Black,United-States,0,Female
343190,44,55,Craft-repair,10,0,Self-emp-not-inc,Husband,Married-civ-spouse,Some-college,White,United-States,1887,Male
235683,47,40,Prof-specialty,14,0,Private,Unmarried,Divorced,Masters,White,United-States,0,Female
83237,44,55,Prof-specialty,13,0,Private,Husband,Married-civ-spouse,Bachelors,White,United-States,0,Male
88470,64,40,Other-service,10,0,Private,Husband,Married-civ-spouse,Some-college,White,United-States,0,Male
198801,26,45,Craft-repair,9,0,Private,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
168107,53,40,Exec-managerial,13,0,Private,Husband,Married-civ-spouse,Bachelors,White,United-States,0,Male
196193,50,40,Craft-repair,13,0,Private,Husband,Married-civ-spouse,Bachelors,White,?,0,Male
205418,30,20,?,9,0,?,Wife,Married-civ-spouse,HS-grad,White,United-States,0,Female
695411,46,44,Adm-clerical,9,0,Private,Not-in-family,Divorced,HS-grad,White,United-States,0,Female
139268,45,50,Sales,9,0,Self-emp-inc,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
192771,44,40,Adm-clerical,9,0,Federal-gov,Unmarried,Never-married,HS-grad,White,United-States,0,Female
122390,59,48,Exec-managerial,10,0,Self-emp-inc,Husband,Married-civ-spouse,Some-college,White,United-States,1977,Male
184965,65,40,Exec-managerial,16,99999,Self-emp-inc,Husband,Married-civ-spouse,Doctorate,White,United-States,0,Male
180837,23,40,Machine-op-inspct,9,0,Private,Own-child,Never-married,HS-grad,Black,United-States,0,Female
159548,33,38,Adm-clerical,10,0,Private,Unmarried,Divorced,Some-college,Black,United-States,0,Female
110554,34,35,Sales,9,0,Private,Own-child,Divorced,HS-grad,White,United-States,0,Female
103474,38,40,Adm-clerical,11,0,Private,Unmarried,Divorced,Assoc-voc,White,United-States,0,Female
178249,62,35,Exec-managerial,13,0,Private,Husband,Married-civ-spouse,Bachelors,White,United-States,0,Male
138768,21,40,Sales,10,0,Private,Other-relative,Never-married,Some-college,White,United-States,0,Male
321824,41,8,Craft-repair,9,0,Private,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
244803,35,40,Handlers-cleaners,9,0,Private,Other-relative,Never-married,HS-grad,White,Peru,0,Male
206063,62,45,Other-service,10,0,Local-gov,Not-in-family,Divorced,Some-college,White,United-States,0,Male
167651,53,40,Craft-repair,9,0,Private,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
163689,69,16,Transport-moving,10,0,State-gov,Husband,Married-civ-spouse,Some-college,White,United-States,0,Male
45546,19,16,Sales,10,0,Self-emp-not-inc,Own-child,Never-married,Some-college,White,United-States,0,Female
420986,47,40,Exec-managerial,13,0,Private,Husband,Married-civ-spouse,Bachelors,White,United-States,0,Male
68015,52,90,Sales,10,0,Self-emp-inc,Husband,Married-civ-spouse,Some-college,White,United-States,0,Male
175594,54,40,Craft-repair,9,0,Private,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
148673,58,10,?,9,0,?,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
206322,30,73,Transport-moving,9,0,Private,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
272338,39,25,Adm-clerical,9,0,Private,Wife,Married-civ-spouse,HS-grad,White,United-States,0,Female
105886,73,75,Prof-specialty,13,1173,Private,Husband,Married-civ-spouse,Bachelors,White,United-States,0,Male
312498,64,40,Sales,13,0,Private,Husband,Married-civ-spouse,Bachelors,White,United-States,0,Male
177675,32,40,Craft-repair,9,0,Private,Own-child,Never-married,HS-grad,White,United-States,0,Male
152810,51,40,Prof-specialty,9,0,Private,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
319122,57,40,Sales,13,0,Private,Not-in-family,Never-married,Bachelors,White,United-States,0,Male
212304,25,40,Machine-op-inspct,9,0,Private,Unmarried,Never-married,HS-grad,White,United-States,0,Male
208321,53,40,Other-service,9,0,Private,Husband,Married-civ-spouse,HS-grad,Black,United-States,1740,Male
240841,39,25,Other-service,10,0,Private,Not-in-family,Never-married,Some-college,White,United-States,0,Female
208978,49,16,Adm-clerical,9,0,Private,Unmarried,Divorced,HS-grad,White,United-States,0,Female
442359,23,40,Prof-specialty,13,0,Local-gov,Not-in-family,Never-married,Bachelors,White,United-States,1092,Female
198197,28,55,Prof-specialty,13,0,Private,Not-in-family,Never-married,Bachelors,White,United-States,0,Male
261059,46,50,Prof-specialty,14,0,Private,Husband,Married-civ-spouse,Masters,White,United-States,1977,Male
72791,40,40,Craft-repair,10,0,Private,Own-child,Never-married,Some-college,Black,United-States,0,Male
275395,24,50,Machine-op-inspct,9,0,Private,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
195767,20,40,?,9,0,?,Own-child,Never-married,HS-grad,White,United-States,0,Male
462966,50,8,Other-service,6,0,Private,Husband,Married-civ-spouse,10th,White,El-Salvador,0,Male
265434,24,40,?,13,0,?,Not-in-family,Never-married,Bachelors,White,United-States,0,Female
31269,35,40,Exec-managerial,9,0,Private,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
246291,33,46,Prof-specialty,13,0,Local-gov,Not-in-family,Never-married,Bachelors,White,United-States,0,Female
128378,54,40,Exec-managerial,13,0,Federal-gov,Not-in-family,Divorced,Bachelors,White,United-States,0,Male
231180,35,45,Transport-moving,9,0,Local-gov,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
206297,31,40,Protective-serv,9,0,Local-gov,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
337050,47,40,Farming-fishing,10,0,Self-emp-inc,Husband,Married-civ-spouse,Some-college,White,United-States,0,Male
193075,48,20,Sales,9,0,Private,Own-child,Divorced,HS-grad,White,United-States,0,Female
169652,33,55,Adm-clerical,11,0,Local-gov,Own-child,Never-married,Assoc-voc,White,United-States,1669,Male
35945,35,40,Exec-managerial,13,0,Private,Husband,Married-civ-spouse,Bachelors,White,United-States,0,Male
141453,20,10,?,10,0,?,Own-child,Never-married,Some-college,White,United-States,0,Female
252231,36,40,Machine-op-inspct,1,0,Private,Not-in-family,Never-married,Preschool,Black,Puerto-Rico,0,Male
128016,30,55,Exec-managerial,13,0,Private,Not-in-family,Never-married,Bachelors,White,United-States,0,Female
150057,39,55,Craft-repair,10,0,Private,Husband,Married-civ-spouse,Some-college,White,United-States,0,Male
258276,25,40,Handlers-cleaners,10,0,Private,Not-in-family,Never-married,Some-college,Amer-Indian-Eskimo,United-States,0,Male
188465,40,35,Other-service,9,0,Private,Not-in-family,Divorced,HS-grad,White,United-States,0,Female
161007,25,40,Exec-managerial,9,0,Self-emp-inc,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
403468,33,40,Machine-op-inspct,9,0,Private,Wife,Married-civ-spouse,HS-grad,White,Mexico,0,Female
181677,53,40,Handlers-cleaners,10,0,Federal-gov,Not-in-family,Divorced,Some-college,White,United-States,0,Male
120243,18,10,Other-service,7,0,Private,Own-child,Never-married,11th,White,United-States,0,Male
157025,41,40,Machine-op-inspct,9,0,Private,Unmarried,Never-married,HS-grad,Black,United-States,0,Male
306908,25,50,Prof-specialty,13,0,Private,Husband,Married-civ-spouse,Bachelors,White,United-States,0,Male
28061,66,50,Farming-fishing,4,0,Self-emp-not-inc,Unmarried,Widowed,7th-8th,White,United-States,0,Male
95540,53,40,Adm-clerical,10,1471,Private,Unmarried,Divorced,Some-college,White,United-States,0,Female
135001,27,40,Craft-repair,9,0,Private,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
293398,28,40,Sales,9,0,Private,Unmarried,Separated,HS-grad,Black,United-States,0,Female
185106,23,40,Handlers-cleaners,9,0,Private,Own-child,Never-married,HS-grad,Black,United-States,0,Male
245790,29,80,Craft-repair,6,0,Self-emp-not-inc,Not-in-family,Divorced,10th,White,United-States,0,Male
134004,26,40,Exec-managerial,10,0,Private,Wife,Married-civ-spouse,Some-college,White,United-States,0,Female
205036,26,42,Handlers-cleaners,9,0,Private,Not-in-family,Never-married,HS-grad,White,United-States,0,Male
244495,26,35,Other-service,5,0,Private,Not-in-family,Never-married,9th,White,United-States,0,Male
159179,38,40,Craft-repair,9,0,Private,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
405155,36,40,Craft-repair,3,0,Private,Husband,Married-civ-spouse,5th-6th,White,Mexico,0,Male
177437,34,45,Craft-repair,10,15024,Private,Husband,Married-civ-spouse,Some-college,White,United-States,0,Male
402361,32,40,Adm-clerical,9,0,Federal-gov,Not-in-family,Never-married,HS-grad,White,United-States,0,Male
184553,57,50,Craft-repair,9,0,Self-emp-not-inc,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
302626,31,40,Adm-clerical,10,0,Private,Unmarried,Divorced,Some-college,White,United-States,0,Female
99138,38,38,Exec-managerial,13,0,Private,Not-in-family,Never-married,Bachelors,White,United-States,0,Female
112731,39,40,Other-service,9,0,Private,Not-in-family,Divorced,HS-grad,Other,Dominican-Republic,0,Female
192923,35,40,Craft-repair,9,0,Private,Husband,Married-civ-spouse,HS-grad,White,United-States,2377,Male
761006,18,20,Other-service,7,0,Private,Own-child,Never-married,11th,White,United-States,0,Female
125784,75,8,?,10,0,?,Husband,Married-civ-spouse,Some-college,White,United-States,0,Male
182344,28,40,Other-service,9,0,Private,Not-in-family,Never-married,HS-grad,Black,United-States,0,Male
117012,41,55,Exec-managerial,14,0,Self-emp-not-inc,Not-in-family,Never-married,Masters,White,United-States,0,Female
30673,39,40,Machine-op-inspct,5,0,Federal-gov,Husband,Married-civ-spouse,9th,White,United-States,0,Male
484669,31,40,Tech-support,10,0,Federal-gov,Not-in-family,Never-married,Some-college,White,United-States,0,Male
314052,38,38,Adm-clerical,9,0,State-gov,Not-in-family,Divorced,HS-grad,White,United-States,0,Female
38537,43,38,Exec-managerial,10,0,State-gov,Unmarried,Divorced,Some-college,Black,?,0,Female
165412,27,40,Craft-repair,9,0,Private,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
198341,42,55,Prof-specialty,14,0,Private,Husband,Married-civ-spouse,Masters,Asian-Pac-Islander,India,1902,Male
116635,46,36,Prof-specialty,13,0,Private,Unmarried,Separated,Bachelors,Black,United-States,0,Female
185452,20,40,Adm-clerical,9,0,Private,Own-child,Never-married,HS-grad,White,United-States,0,Female
118686,42,20,Prof-specialty,10,0,Private,Unmarried,Divorced,Some-college,White,United-States,0,Female
76939,69,40,Exec-managerial,9,0,Private,Not-in-family,Widowed,HS-grad,White,United-States,0,Female
160646,47,35,Adm-clerical,11,0,Federal-gov,Wife,Married-civ-spouse,Assoc-voc,White,United-States,0,Female
126754,49,40,Craft-repair,9,0,State-gov,Husband,Married-civ-spouse,HS-grad,White,Portugal,0,Male
211049,20,30,Exec-managerial,10,0,Private,Own-child,Never-married,Some-college,White,United-States,0,Female
311931,52,15,Sales,3,0,Private,Wife,Married-civ-spouse,5th-6th,White,El-Salvador,0,Female
283602,33,59,Other-service,3,0,Private,Husband,Married-civ-spouse,5th-6th,White,Mexico,0,Male
155021,18,6,Other-service,7,0,Private,Own-child,Never-married,11th,White,United-States,0,Female
100569,55,55,Farming-fishing,9,0,Self-emp-not-inc,Unmarried,Separated,HS-grad,White,United-States,0,Female
380462,61,40,Farming-fishing,4,0,Private,Husband,Married-civ-spouse,7th-8th,Black,United-States,0,Male
221943,61,40,Adm-clerical,10,9386,Federal-gov,Husband,Married-civ-spouse,Some-college,White,United-States,0,Male
114544,39,45,Exec-managerial,13,0,Private,Not-in-family,Divorced,Bachelors,White,United-States,0,Male
248584,30,40,Craft-repair,10,0,Private,Husband,Married-civ-spouse,Some-college,White,United-States,0,Male
227468,61,40,Adm-clerical,9,0,Private,Unmarried,Divorced,HS-grad,Black,United-States,0,Female
66173,36,15,Sales,12,0,Private,Wife,Married-civ-spouse,Assoc-acdm,White,United-States,0,Female
107624,34,50,Craft-repair,10,0,Private,Husband,Married-civ-spouse,Some-college,White,United-States,0,Male
70387,53,40,Prof-specialty,14,4386,Private,Husband,Married-civ-spouse,Masters,Asian-Pac-Islander,India,0,Male
423616,38,36,Tech-support,11,0,Private,Wife,Married-civ-spouse,Assoc-voc,White,United-States,0,Female
98637,46,50,Exec-managerial,13,7298,Private,Husband,Married-civ-spouse,Bachelors,White,United-States,0,Male
216013,27,40,Handlers-cleaners,9,0,Local-gov,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
210926,32,40,Handlers-cleaners,7,0,Self-emp-not-inc,Unmarried,Separated,11th,White,Nicaragua,0,Female
255711,60,60,Prof-specialty,13,0,Local-gov,Unmarried,Widowed,Bachelors,White,United-States,0,Female
77581,23,40,Exec-managerial,13,0,Private,Own-child,Never-married,Bachelors,White,United-States,0,Male
152461,29,50,Prof-specialty,13,14344,Private,Unmarried,Never-married,Bachelors,White,United-States,0,Female
203263,22,50,Craft-repair,9,0,Private,Own-child,Never-married,HS-grad,White,United-States,0,Male
261519,25,35,Sales,9,0,Private,Own-child,Never-married,HS-grad,White,United-States,0,Male
91189,29,48,Machine-op-inspct,13,0,Private,Husband,Married-civ-spouse,Bachelors,White,United-States,0,Male
195433,90,30,Craft-repair,9,0,Federal-gov,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
272471,37,40,Adm-clerical,9,0,Local-gov,Unmarried,Divorced,HS-grad,White,United-States,0,Female
311524,32,38,Craft-repair,9,0,Private,Own-child,Never-married,HS-grad,Black,United-States,0,Male
151386,18,40,Other-service,9,0,Private,Own-child,Married-spouse-absent,HS-grad,Black,Jamaica,0,Male
187625,35,65,Other-service,10,0,Private,Not-in-family,Never-married,Some-college,White,United-States,0,Female
108933,50,40,Craft-repair,5,2885,Private,Husband,Married-civ-spouse,9th,White,United-States,0,Male
135388,54,40,Craft-repair,9,5178,Private,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
169383,43,45,Exec-managerial,13,0,Private,Husband,Married-civ-spouse,Bachelors,White,United-States,0,Male
191129,28,65,Exec-managerial,9,0,Self-emp-inc,Not-in-family,Never-married,HS-grad,White,United-States,0,Male
467611,51,40,Farming-fishing,5,0,Private,Husband,Married-civ-spouse,9th,White,Mexico,0,Male
373185,31,42,Craft-repair,10,0,Private,Unmarried,Never-married,Some-college,White,Mexico,0,Male
130060,69,40,Transport-moving,9,2387,Private,Unmarried,Separated,HS-grad,Black,United-States,0,Female
199934,57,40,Exec-managerial,13,0,Private,Husband,Married-civ-spouse,Bachelors,White,United-States,0,Male
116165,71,14,?,10,0,?,Not-in-family,Widowed,Some-college,White,Canada,0,Female
42881,28,40,Machine-op-inspct,6,0,Private,Own-child,Divorced,10th,White,United-States,0,Female
174666,28,80,?,6,0,?,Not-in-family,Separated,10th,White,United-States,0,Male
169759,25,95,Handlers-cleaners,9,0,Private,Own-child,Never-married,HS-grad,White,United-States,0,Male
181547,49,30,Craft-repair,12,0,Self-emp-not-inc,Husband,Married-civ-spouse,Assoc-acdm,White,Columbia,0,Male
95704,52,40,Handlers-cleaners,5,0,Private,Husband,Married-civ-spouse,9th,White,United-States,0,Male
237432,23,40,Prof-specialty,13,0,Private,Not-in-family,Never-married,Bachelors,White,?,0,Male
226267,32,40,Craft-repair,3,0,Private,Other-relative,Married-spouse-absent,5th-6th,White,El-Salvador,0,Male
159979,31,50,Sales,10,0,Private,Not-in-family,Never-married,Some-college,Asian-Pac-Islander,United-States,0,Female
203488,30,50,Craft-repair,9,0,Private,Own-child,Never-married,HS-grad,White,United-States,0,Male
403671,24,60,Craft-repair,9,0,Private,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
192323,45,66,Craft-repair,12,0,Private,Husband,Married-civ-spouse,Assoc-acdm,White,Yugoslavia,0,Male
167832,30,40,Machine-op-inspct,9,0,Private,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
145166,52,55,Exec-managerial,13,15024,Private,Husband,Married-civ-spouse,Bachelors,White,United-States,0,Male
155657,42,25,Adm-clerical,9,0,State-gov,Not-in-family,Divorced,HS-grad,Black,United-States,0,Female
116789,49,40,Farming-fishing,9,0,Private,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
39234,20,30,Other-service,9,0,Private,Own-child,Never-married,HS-grad,White,United-States,0,Male
124111,25,40,Adm-clerical,13,0,Private,Own-child,Never-married,Bachelors,White,United-States,0,Female
172828,41,55,Other-service,5,0,Private,Husband,Married-civ-spouse,9th,White,Outlying-US(Guam-USVI-etc),0,Male
143372,55,40,Sales,9,0,Private,Unmarried,Divorced,HS-grad,Black,United-States,0,Female
265807,31,50,Exec-managerial,11,3137,Self-emp-not-inc,Husband,Married-civ-spouse,Assoc-voc,White,United-States,0,Male
218184,25,40,Protective-serv,13,0,State-gov,Not-in-family,Never-married,Bachelors,Black,United-States,0,Female
154087,32,40,Exec-managerial,9,0,Private,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
440647,29,40,Adm-clerical,10,0,Federal-gov,Other-relative,Never-married,Some-college,White,United-States,0,Male
193952,37,40,Other-service,9,0,Private,Not-in-family,Divorced,HS-grad,Black,?,0,Female
125932,52,40,Other-service,4,0,Private,Not-in-family,Widowed,7th-8th,White,United-States,0,Female
284652,19,15,Adm-clerical,10,0,Private,Own-child,Never-married,Some-college,White,United-States,0,Female
214635,21,24,?,10,0,?,Own-child,Never-married,Some-college,White,United-States,0,Male
173316,43,40,Craft-repair,12,0,Private,Not-in-family,Divorced,Assoc-acdm,White,United-States,0,Male
65390,39,40,Adm-clerical,10,0,State-gov,Husband,Married-civ-spouse,Some-college,White,?,0,Male
45054,40,40,Transport-moving,10,0,Self-emp-inc,Husband,Married-civ-spouse,Some-college,White,United-States,0,Male
185042,54,40,Priv-house-serv,2,0,Private,Other-relative,Separated,1st-4th,White,Mexico,0,Female
117381,35,40,Sales,13,0,Private,Not-in-family,Divorced,Bachelors,White,United-States,0,Male
258666,34,40,Tech-support,11,0,Private,Not-in-family,Never-married,Assoc-voc,White,United-States,1974,Female
179668,35,40,Prof-specialty,10,0,Private,Husband,Married-civ-spouse,Some-college,White,United-States,0,Male
127277,57,40,Prof-specialty,16,0,Private,Husband,Married-civ-spouse,Doctorate,Asian-Pac-Islander,Taiwan,0,Male
192022,26,40,Other-service,13,0,Private,Other-relative,Never-married,Bachelors,White,United-States,0,Female
99551,55,15,Sales,13,0,Self-emp-not-inc,Unmarried,Widowed,Bachelors,White,United-States,0,Female
208899,51,40,Adm-clerical,13,0,Private,Unmarried,Separated,Bachelors,White,United-States,0,Female
287658,35,30,Transport-moving,12,0,Private,Not-in-family,Never-married,Assoc-acdm,Black,Jamaica,0,Male
196125,31,40,Handlers-cleaners,9,0,Private,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
275051,17,8,Adm-clerical,7,0,Private,Own-child,Never-married,11th,White,United-States,0,Female
23892,38,40,Machine-op-inspct,9,0,Private,Wife,Married-civ-spouse,HS-grad,White,United-States,0,Female
376455,39,50,Prof-specialty,15,0,Federal-gov,Husband,Married-civ-spouse,Prof-school,White,United-States,1887,Male
267989,29,45,Craft-repair,9,0,Private,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
30269,39,40,Sales,11,0,Private,Unmarried,Divorced,Assoc-voc,White,United-States,0,Female
204235,42,40,Prof-specialty,10,0,Private,Husband,Married-civ-spouse,Some-college,White,United-States,0,Male
209057,46,50,Exec-managerial,14,0,Local-gov,Husband,Married-civ-spouse,Masters,White,United-States,0,Male
349347,73,25,Handlers-cleaners,4,0,Private,Husband,Married-civ-spouse,7th-8th,White,United-States,0,Male
154033,47,40,Prof-specialty,10,0,Local-gov,Not-in-family,Divorced,Some-college,White,United-States,1876,Female
124680,28,70,Sales,9,0,Private,Unmarried,Never-married,HS-grad,White,United-States,0,Female
132805,27,40,Sales,6,0,Private,Other-relative,Never-married,10th,White,United-States,1980,Male
99233,38,40,Exec-managerial,15,0,Private,Not-in-family,Never-married,Prof-school,White,United-States,0,Male
224849,19,35,Sales,9,0,Private,Not-in-family,Never-married,HS-grad,White,United-States,0,Male
101110,60,40,Prof-specialty,11,0,Local-gov,Unmarried,Divorced,Assoc-voc,White,United-States,0,Male
184839,24,40,Machine-op-inspct,10,0,Private,Not-in-family,Never-married,Some-college,White,United-States,0,Male
302847,52,40,Machine-op-inspct,7,0,Private,Husband,Married-civ-spouse,11th,White,United-States,0,Male
181322,36,45,Exec-managerial,13,0,Private,Not-in-family,Divorced,Bachelors,White,United-States,0,Female
192213,26,40,Prof-specialty,14,0,Local-gov,Not-in-family,Never-married,Masters,White,Canada,0,Female
37250,28,16,Prof-specialty,13,0,State-gov,Own-child,Never-married,Bachelors,White,United-States,0,Male
140854,38,50,Craft-repair,13,0,Self-emp-inc,Husband,Married-civ-spouse,Bachelors,White,United-States,0,Male
158286,47,50,Exec-managerial,14,0,Private,Husband,Married-civ-spouse,Masters,White,United-States,0,Male
269095,50,40,Exec-managerial,13,0,Private,Unmarried,Divorced,Bachelors,White,United-States,0,Female
279960,27,40,Sales,9,0,Private,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
176239,47,40,Prof-specialty,10,0,Private,Unmarried,Widowed,Some-college,White,United-States,0,Female
115360,36,40,Machine-op-inspct,6,3464,Private,Own-child,Married-civ-spouse,10th,White,United-States,0,Female
337666,49,40,Machine-op-inspct,9,0,Private,Not-in-family,Divorced,HS-grad,Black,United-States,0,Male
255276,68,48,?,10,0,?,Husband,Married-civ-spouse,Some-college,White,United-States,0,Male
145212,63,40,Exec-managerial,9,0,Private,Not-in-family,Divorced,HS-grad,White,United-States,0,Female
185099,36,70,Transport-moving,9,0,Private,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
142756,42,35,Adm-clerical,10,0,Private,Unmarried,Divorced,Some-college,White,United-States,0,Female
156300,28,45,Exec-managerial,14,0,Private,Not-in-family,Never-married,Masters,Black,United-States,0,Female
186266,68,8,?,9,0,?,Wife,Married-civ-spouse,HS-grad,White,United-States,0,Female
219137,38,22,Adm-clerical,9,0,Private,Wife,Married-civ-spouse,HS-grad,White,United-States,0,Female
110970,43,40,Prof-specialty,13,0,Private,Husband,Married-civ-spouse,Bachelors,White,United-States,1902,Male
203067,49,40,Prof-specialty,10,0,Private,Husband,Married-civ-spouse,Some-college,White,United-States,0,Male
148844,59,40,Machine-op-inspct,9,0,Private,Not-in-family,Divorced,HS-grad,White,United-States,0,Female
154941,25,40,Sales,13,0,Private,Husband,Married-civ-spouse,Bachelors,White,United-States,0,Male
124111,26,36,Prof-specialty,12,0,Private,Not-in-family,Never-married,Assoc-acdm,White,United-States,0,Female
157303,59,48,Prof-specialty,10,0,Private,Not-in-family,Divorced,Some-college,White,United-States,0,Female
113838,34,45,Craft-repair,10,0,Private,Husband,Married-civ-spouse,Some-college,White,United-States,0,Male
165737,34,43,Prof-specialty,14,0,Private,Husband,Married-civ-spouse,Masters,Asian-Pac-Islander,India,0,Male
140849,67,24,Other-service,9,0,Private,Not-in-family,Widowed,HS-grad,White,United-States,0,Female
200363,45,44,Exec-managerial,11,0,Private,Not-in-family,Divorced,Assoc-voc,White,United-States,0,Female
180247,64,40,Craft-repair,4,0,Private,Husband,Married-civ-spouse,7th-8th,Black,United-States,0,Male
82578,51,38,Prof-specialty,14,0,Private,Husband,Married-civ-spouse,Masters,White,Canada,0,Male
227146,31,55,Sales,13,0,Private,Husband,Married-civ-spouse,Bachelors,White,United-States,0,Male
348886,42,45,Exec-managerial,13,0,Self-emp-inc,Husband,Married-civ-spouse,Bachelors,White,United-States,0,Male
90907,65,40,Other-service,3,0,Private,Husband,Married-civ-spouse,5th-6th,Asian-Pac-Islander,United-States,0,Male
142766,23,20,Adm-clerical,10,0,Private,Not-in-family,Never-married,Some-college,White,United-States,0,Male
246439,31,45,Craft-repair,10,0,Private,Husband,Married-civ-spouse,Some-college,White,United-States,0,Male
184784,33,40,Machine-op-inspct,6,0,Private,Not-in-family,Divorced,10th,White,United-States,0,Female
195262,17,35,Craft-repair,7,0,Local-gov,Own-child,Never-married,11th,White,United-States,0,Male
167967,63,46,Handlers-cleaners,14,0,Private,Husband,Married-civ-spouse,Masters,White,United-States,0,Male
145636,48,60,Machine-op-inspct,9,0,Private,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
170099,45,40,Handlers-cleaners,12,0,Local-gov,Husband,Married-civ-spouse,Assoc-acdm,White,United-States,0,Male
228253,17,10,Handlers-cleaners,6,0,Private,Own-child,Never-married,10th,White,United-States,0,Male
205570,26,40,Craft-repair,9,0,Local-gov,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
506830,38,40,Tech-support,10,0,Federal-gov,Unmarried,Divorced,Some-college,Black,United-States,0,Female
412435,29,40,Exec-managerial,9,0,Private,Wife,Married-civ-spouse,HS-grad,White,Outlying-US(Guam-USVI-etc),0,Female
163331,44,32,Adm-clerical,10,0,Private,Unmarried,Widowed,Some-college,White,United-States,0,Female
222756,43,40,Craft-repair,14,0,Federal-gov,Husband,Married-civ-spouse,Masters,White,United-States,0,Male
318918,39,40,Exec-managerial,13,0,State-gov,Husband,Married-civ-spouse,Bachelors,White,United-States,0,Male
105188,43,40,Other-service,9,0,Private,Not-in-family,Never-married,HS-grad,Black,Haiti,0,Male
199884,23,45,Adm-clerical,9,0,Private,Unmarried,Never-married,HS-grad,White,United-States,0,Female
96483,19,40,Other-service,9,0,Private,Own-child,Never-married,HS-grad,Asian-Pac-Islander,United-States,0,Female
192203,49,40,Craft-repair,5,0,Self-emp-not-inc,Husband,Married-civ-spouse,9th,White,Canada,0,Male
203392,52,40,Craft-repair,10,5013,Private,Husband,Married-civ-spouse,Some-college,White,United-States,0,Male
99646,32,50,Transport-moving,9,0,Private,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
167440,38,40,Transport-moving,13,4508,Private,Husband,Married-civ-spouse,Bachelors,White,United-States,0,Male
